"Id","IsDeleted","CreatedDate","Active_Color__c","Dat_Initial_Assessment__c","Date_assigned_to_staff__c","Date_Turned_Purple__c","Date_Resume_Completed__c","Confirmed_Hired_Date__c","Date_turned_grey__c","Date_turned_green__c","Date_Turned_Blue__c","Attended_Day_1__c","Attended_Day_2__c","Compass_Participant__c","Career_Counseling__c","Date_Attended_HHUSA_Workshop__c","Career_Day_Participant__c","Created_LinkedIn_account__c","Service_Rank__c","HHUSA_Workshop_Participant__c","New_Date_Turned_green__c","New_Date_Turned_Blue__c","Days_To_Get_Hired","Assessment_Date","Assigned_Date","Assessment_Time_inDAYS","Resume_Date","Resume_Time_inDAYS"
0035000002DzZ3kAAF,0,02SEP15:00:31:00,Blue,02SEP15:00:00:00,02SEP15:00:00:00,,20FEB15:00:00:00,19MAR15:00:00:00,,20FEB15:00:00:00,19MAR15:00:00:00,0,0,0,,,0,0,E-7,0,20139,20166,27,20333,20333,0,20139,-194
0035000002DzZTJAA3,0,02SEP15:07:56:00,Blue,02DEC15:00:00:00,02SEP15:00:00:00,,20FEB15:00:00:00,15APR15:00:00:00,,20FEB15:00:00:00,15APR15:00:00:00,0,0,0,,,0,0,E-6,0,20139,20193,54,20424,20333,91,20139,-285
0035000002DzaVBAAZ,0,02SEP15:13:50:00,Blue,02NOV15:00:00:00,02SEP15:00:00:00,02NOV15:00:00:00,17FEB15:00:00:00,22SEP15:00:00:00,,21SEP15:00:00:00,22SEP15:00:00:00,0,0,0,,,0,1,E-4,0,20352,20353,1,20394,20333,61,20136,-258
0035000002DzbCKAAZ,0,02SEP15:16:00:00,Blue,16FEB15:00:00:00,02OCT15:00:00:00,,16FEB15:00:00:00,05NOV15:00:00:00,,16FEB15:00:00:00,30JUN15:00:00:00,0,0,0,,,0,1,E-4,0,20135,20269,134,20135,20363,-228,20135,0
0035000002DzcCmAAJ,0,02SEP15:18:44:00,Blue,02SEP15:00:00:00,02SEP15:00:00:00,,13FEB15:00:00:00,23FEB15:00:00:00,,13FEB15:00:00:00,27MAR15:00:00:00,0,0,0,,,0,0,E-7,0,20132,20174,42,20333,20333,0,20132,-201
0035000002DzcNkAAJ,0,02SEP15:19:15:00,Blue,02SEP15:00:00:00,02SEP15:00:00:00,,02SEP15:00:00:00,16MAR15:00:00:00,,02SEP15:00:00:00,23MAR15:00:00:00,0,0,0,,,0,0,E-6,0,20333,20170,-163,20333,20333,0,20333,0
0035000002DzcY9AAJ,0,02SEP15:19:45:00,Blue,02SEP15:00:00:00,02SEP15:00:00:00,02SEP15:00:00:00,03MAY15:00:00:00,06DEC15:00:00:00,,03MAY15:00:00:00,06DEC15:00:00:00,0,0,0,,,0,0,E-6,0,20211,20428,217,20333,20333,0,20211,-122
0035000002DzdDgAAJ,0,02SEP15:21:40:00,Blue,02DEC15:00:00:00,02OCT15:00:00:00,,02DEC15:00:00:00,23MAR15:00:00:00,,02DEC15:00:00:00,23MAR15:00:00:00,0,0,0,,,0,0,E-5,0,20424,20170,-254,20424,20363,61,20424,0
0035000002DzdUSAAZ,0,02SEP15:22:41:00,Blue,02OCT15:00:00:00,02OCT15:00:00:00,,03FEB15:00:00:00,07FEB15:00:00:00,,03FEB15:00:00:00,07FEB15:00:00:00,0,0,0,,,0,0,E-4,0,20122,20126,4,20363,20363,0,20122,-241
0035000002Dze7oAAB,0,02OCT15:03:07:00,Blue,02APR15:00:00:00,02OCT15:00:00:00,,17FEB15:00:00:00,10JUL15:00:00:00,,17FEB15:00:00:00,10SEP15:00:00:00,0,0,0,,,0,1,O-3,0,20136,20341,205,20180,20363,-183,20136,-44
0035000002DzeHtAAJ,0,02OCT15:05:49:00,Blue,02NOV15:00:00:00,02OCT15:00:00:00,,20FEB15:00:00:00,24AUG15:00:00:00,,20FEB15:00:00:00,10FEB15:00:00:00,0,0,0,,,0,0,E-6,0,20139,20129,-10,20394,20363,31,20139,-255
0035000002Dzfv6AAB,0,02OCT15:15:32:00,Blue,02OCT15:00:00:00,02OCT15:00:00:00,16FEB15:00:00:00,16FEB15:00:00:00,14SEP15:00:00:00,,04JUL15:00:00:00,14SEP15:00:00:00,0,0,0,,,0,1,O-4,0,20273,20345,72,20363,20363,0,20135,-228
0035000002DzgHvAAJ,0,02OCT15:16:37:00,Blue,02DEC15:00:00:00,02OCT15:00:00:00,,25FEB15:00:00:00,06SEP15:00:00:00,,25FEB15:00:00:00,23JUN15:00:00:00,0,0,0,,,0,0,E-5,0,20144,20262,118,20424,20363,61,20144,-280
0035000002DzgPfAAJ,0,02OCT15:16:57:00,Blue,02OCT15:00:00:00,02OCT15:00:00:00,,02OCT15:00:00:00,04SEP15:00:00:00,,02OCT15:00:00:00,04SEP15:00:00:00,0,0,0,,,0,0,O-5,0,20363,20335,-28,20363,20363,0,20363,0
0035000002DzgwFAAR,0,02OCT15:18:31:00,Blue,17FEB15:00:00:00,17FEB15:00:00:00,,18FEB15:00:00:00,22MAY15:00:00:00,,18FEB15:00:00:00,22MAY15:00:00:00,0,0,0,,,0,1,E-5,0,20137,20230,93,20136,20136,0,20137,1
0035000002DzhKWAAZ,0,02OCT15:19:50:00,Blue,20FEB15:00:00:00,16FEB15:00:00:00,,27FEB15:00:00:00,06AUG15:00:00:00,,27FEB15:00:00:00,06AUG15:00:00:00,0,0,0,,,0,0,E-5,0,20146,20306,160,20139,20135,4,20146,7
0035000002Dzhi9AAB,0,02OCT15:21:04:00,Blue,18FEB15:00:00:00,16FEB15:00:00:00,,03MAR15:00:00:00,06MAY15:00:00:00,,03MAR15:00:00:00,06MAY15:00:00:00,0,0,0,,,0,0,E-4,0,20150,20214,64,20137,20135,2,20150,13
0035000002DzhkeAAB,0,02OCT15:21:12:00,Blue,18FEB15:00:00:00,17FEB15:00:00:00,,18FEB15:00:00:00,17APR15:00:00:00,,18FEB15:00:00:00,13MAY15:00:00:00,0,0,0,,,0,1,E-5,0,20137,20221,84,20137,20136,1,20137,0
0035000002DzhssAAB,0,02OCT15:21:42:00,Blue,17FEB15:00:00:00,17FEB15:00:00:00,,20FEB15:00:00:00,11SEP15:00:00:00,,20FEB15:00:00:00,11SEP15:00:00:00,0,0,0,,,0,0,E-7,0,20139,20342,203,20136,20136,0,20139,3
0035000002DziE5AAJ,0,02OCT15:23:01:00,Blue,02NOV15:00:00:00,02OCT15:00:00:00,,16FEB15:00:00:00,06MAY15:00:00:00,,16FEB15:00:00:00,06MAY15:00:00:00,0,0,0,,,0,1,E-7,0,20135,20214,79,20394,20363,31,20135,-259
0035000002Dzm8WAAR,0,02NOV15:15:48:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,17FEB15:00:00:00,17FEB15:00:00:00,11FEB15:00:00:00,,16OCT15:00:00:00,30NOV15:00:00:00,0,0,0,,,0,1,E-8,0,20377,20422,45,20135,20135,0,20136,1
0035000002Dzmw7AAB,0,02NOV15:18:12:00,Blue,02NOV15:00:00:00,02OCT15:00:00:00,,02NOV15:00:00:00,05DEC15:00:00:00,,02NOV15:00:00:00,05DEC15:00:00:00,0,0,0,,,0,1,O-3,0,20394,20427,33,20394,20363,31,20394,0
0035000002DzmyIAAR,0,02NOV15:18:17:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,25FEB15:00:00:00,21SEP15:00:00:00,,25FEB15:00:00:00,21SEP15:00:00:00,0,0,0,,,0,0,O-3,0,20144,20352,208,20136,20135,1,20144,8
0035000002DznC0AAJ,0,02NOV15:18:54:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,23FEB15:00:00:00,06SEP15:00:00:00,,23FEB15:00:00:00,06SEP15:00:00:00,0,0,0,,,0,0,E-7,0,20142,20337,195,20136,20135,1,20142,6
0035000002Dzo66AAB,0,02NOV15:20:33:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,17FEB15:00:00:00,17FEB15:00:00:00,06JAN15:00:00:00,,20FEB15:00:00:00,06JAN15:00:00:00,0,0,0,,,0,1,E-4,0,20139,20094,-45,20136,20135,1,20136,0
0035000002DzoJeAAJ,0,02NOV15:21:23:00,Blue,19FEB15:00:00:00,17FEB15:00:00:00,,20FEB15:00:00:00,21MAY15:00:00:00,,20FEB15:00:00:00,21MAY15:00:00:00,0,0,0,,,0,1,E-4,0,20139,20229,90,20138,20136,2,20139,1
0035000002DzoyFAAR,0,02DEC15:00:46:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,18FEB15:00:00:00,17FEB15:00:00:00,27APR15:00:00:00,,23MAR15:00:00:00,05NOV15:00:00:00,0,0,0,,,0,0,E-5,0,20170,20397,227,20136,20135,1,20136,0
0035000002DzqaCAAR,0,02DEC15:13:20:00,Blue,16FEB15:00:00:00,02DEC15:00:00:00,,16FEB15:00:00:00,05JUN15:00:00:00,,16FEB15:00:00:00,05JUN15:00:00:00,0,0,0,,,0,1,O-2,0,20135,20244,109,20135,20424,-289,20135,0
0035000002Dzr4WAAR,0,02DEC15:15:31:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,18FEB15:00:00:00,18FEB15:00:00:00,,18FEB15:00:00:00,18FEB15:00:00:00,0,0,0,,,0,1,E-5,0,20137,20137,0,20135,20135,0,20137,2
0035000002DzrHpAAJ,0,02DEC15:16:18:00,Blue,17FEB15:00:00:00,17FEB15:00:00:00,,18FEB15:00:00:00,26MAR15:00:00:00,,18FEB15:00:00:00,26MAR15:00:00:00,0,0,0,,,0,0,E-5,0,20137,20173,36,20136,20136,0,20137,1
0035000002DzrhEAAR,0,02DEC15:17:29:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,26FEB15:00:00:00,05NOV15:00:00:00,,26FEB15:00:00:00,06DEC15:00:00:00,0,0,0,,,0,1,E-4,0,20145,20428,283,20135,20135,0,20145,10
0035000002DzrmsAAB,0,02DEC15:17:46:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,18FEB15:00:00:00,22JUL15:00:00:00,,18FEB15:00:00:00,22JUL15:00:00:00,0,0,0,,,0,0,E-7,0,20137,20291,154,20135,20135,0,20137,2
0035000002Dzs1YAAR,0,02DEC15:18:35:00,Blue,17FEB15:00:00:00,17FEB15:00:00:00,,18FEB15:00:00:00,13APR15:00:00:00,,18FEB15:00:00:00,20APR15:00:00:00,0,0,0,,,0,0,E-6,0,20137,20198,61,20136,20136,0,20137,1
0035000002Dzs5BAAR,0,02DEC15:18:51:00,Blue,18FEB15:00:00:00,17FEB15:00:00:00,,13FEB15:00:00:00,06OCT15:00:00:00,,20FEB15:00:00:00,06OCT15:00:00:00,0,0,0,,,0,0,E-4,0,20139,20367,228,20137,20136,1,20132,-5
0035000002DzstaAAB,0,02DEC15:21:33:00,Blue,02DEC15:00:00:00,02DEC15:00:00:00,05JUL15:00:00:00,02DEC15:00:00:00,06AUG15:00:00:00,,02DEC15:00:00:00,07JUN15:00:00:00,0,0,0,,,0,1,E-4,0,20424,20246,-178,20424,20424,0,20424,0
0035000002DztVyAAJ,0,13FEB15:01:04:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,19FEB15:00:00:00,31MAR15:00:00:00,,19FEB15:00:00:00,06MAY15:00:00:00,0,0,0,,,0,0,E-5,0,20138,20214,76,20136,20135,1,20138,2
0035000002Dztj2AAB,0,13FEB15:03:03:00,Blue,20FEB15:00:00:00,17FEB15:00:00:00,,26FEB15:00:00:00,22APR15:00:00:00,,26FEB15:00:00:00,22APR15:00:00:00,0,0,0,,,0,1,E-5,0,20145,20200,55,20139,20136,3,20145,6
0035000002DzueCAAR,0,13FEB15:14:51:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,18FEB15:00:00:00,30MAR15:00:00:00,,18FEB15:00:00:00,31MAR15:00:00:00,0,0,0,,,0,1,E-5,0,20137,20178,41,20136,20135,1,20137,1
0035000002DzvfVAAR,0,13FEB15:18:17:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,03FEB15:00:00:00,06OCT15:00:00:00,,03FEB15:00:00:00,06OCT15:00:00:00,0,0,0,,,0,1,E-4,0,20122,20367,245,20136,20135,1,20122,-14
0035000002DzvsPAAR,0,13FEB15:18:58:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,25FEB15:00:00:00,06AUG15:00:00:00,,25FEB15:00:00:00,06SEP15:00:00:00,0,0,0,,,0,0,E-5,0,20144,20337,193,20136,20135,1,20144,8
0035000002DzvxoAAB,0,13FEB15:19:17:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,03APR15:00:00:00,29OCT15:00:00:00,,03APR15:00:00:00,29OCT15:00:00:00,0,0,0,,,0,0,E-5,0,20181,20390,209,20135,20135,0,20181,46
0035000002Dzw91AAB,0,13FEB15:19:51:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,23FEB15:00:00:00,25NOV15:00:00:00,,23FEB15:00:00:00,25NOV15:00:00:00,0,0,0,,,0,0,E-5,0,20142,20417,275,20135,20135,0,20142,7
0035000002DzwxQAAR,0,13FEB15:23:45:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,19FEB15:00:00:00,08MAR15:00:00:00,,19FEB15:00:00:00,08MAR15:00:00:00,0,0,0,,,0,1,O-4,0,20138,20155,17,20135,20135,0,20138,3
0035000002Dzx7LAAR,0,14FEB15:01:03:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,18FEB15:00:00:00,06FEB15:00:00:00,,18FEB15:00:00:00,06FEB15:00:00:00,0,0,0,,,0,0,E-7,0,20137,20125,-12,20135,20135,0,20137,2
0035000002DzxLwAAJ,0,14FEB15:04:56:00,Blue,25FEB15:00:00:00,16FEB15:00:00:00,03SEP15:00:00:00,03MAR15:00:00:00,14SEP15:00:00:00,,14SEP15:00:00:00,14SEP15:00:00:00,0,0,0,,,0,0,E-4,0,20345,20345,0,20144,20135,9,20150,6
0035000002Dzy7TAAR,0,14FEB15:22:48:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,03MAY15:00:00:00,25JUN15:00:00:00,,03MAY15:00:00:00,25JUN15:00:00:00,0,0,0,,,0,0,E-4,0,20211,20264,53,20135,20135,0,20211,76
0035000002DzyX2AAJ,0,15FEB15:23:17:00,Blue,16FEB15:00:00:00,16FEB15:00:00:00,,17FEB15:00:00:00,04AUG15:00:00:00,,17FEB15:00:00:00,04AUG15:00:00:00,0,0,0,,,0,1,E-5,0,20136,20304,168,20135,20135,0,20136,1
0035000002DzyXgAAJ,0,15FEB15:23:28:00,Blue,18FEB15:00:00:00,17FEB15:00:00:00,,03FEB15:00:00:00,15JUN15:00:00:00,,03FEB15:00:00:00,24JUN15:00:00:00,0,0,0,,,0,0,E-7,0,20122,20263,141,20137,20136,1,20122,-15
0035000002DzzbgAAB,0,16FEB15:14:53:00,Blue,17FEB15:00:00:00,16FEB15:00:00:00,,20FEB15:00:00:00,03SEP15:00:00:00,,20FEB15:00:00:00,03NOV15:00:00:00,0,0,0,,,0,0,E-5,0,20139,20395,256,20136,20135,1,20139,3
0035000002E03sVAAR,0,17FEB15:18:13:00,Blue,17FEB15:00:00:00,17FEB15:00:00:00,27FEB15:00:00:00,20FEB15:00:00:00,18JUN15:00:00:00,,16APR15:00:00:00,18JUN15:00:00:00,0,0,0,,,0,1,E-8,0,20194,20257,63,20136,20136,0,20139,3
0035000002E03uqAAB,0,17FEB15:18:19:00,Blue,19FEB15:00:00:00,17FEB15:00:00:00,,03DEC15:00:00:00,05AUG15:00:00:00,,03DEC15:00:00:00,05AUG15:00:00:00,0,0,0,,,0,0,E-3,0,20425,20305,-120,20138,20136,2,20425,287
0035000002E03voAAB,0,17FEB15:18:22:00,Blue,18FEB15:00:00:00,17FEB15:00:00:00,,03OCT15:00:00:00,05JUL15:00:00:00,,03OCT15:00:00:00,05JUL15:00:00:00,0,0,0,,,0,0,E-3,0,20364,20274,-90,20137,20136,1,20364,227
0035000002E03xpAAB,0,17FEB15:18:26:00,Blue,19FEB15:00:00:00,17FEB15:00:00:00,,03MAR15:00:00:00,10AUG15:00:00:00,,03MAR15:00:00:00,10AUG15:00:00:00,0,0,0,,,0,1,E-5,0,20150,20310,160,20138,20136,2,20150,12
0035000002E05OiAAJ,0,18FEB15:00:47:00,Blue,25FEB15:00:00:00,23FEB15:00:00:00,,03MAY15:00:00:00,06DEC15:00:00:00,,03MAY15:00:00:00,06DEC15:00:00:00,0,0,0,,,0,1,E-4,0,20211,20428,217,20144,20142,2,20211,67
0035000002E05cAAAR,0,18FEB15:01:58:00,Blue,03APR15:00:00:00,03FEB15:00:00:00,,03JUN15:00:00:00,06AUG15:00:00:00,,03JUN15:00:00:00,25JUN15:00:00:00,0,0,0,,,0,1,E-4,0,20242,20264,22,20181,20122,59,20242,61
0035000002E06TLAAZ,0,18FEB15:08:11:00,Blue,19FEB15:00:00:00,18FEB15:00:00:00,,03FEB15:00:00:00,06OCT15:00:00:00,,03FEB15:00:00:00,06OCT15:00:00:00,0,0,0,,,0,1,O-6,0,20122,20367,245,20138,20137,1,20122,-16
0035000002E07byAAB,0,18FEB15:14:41:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,05OCT15:00:00:00,,25FEB15:00:00:00,05NOV15:00:00:00,0,0,0,,,0,0,E-4,0,20144,20397,253,20142,20142,0,20144,2
0035000002E09E8AAJ,0,18FEB15:19:54:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,03MAY15:00:00:00,27APR15:00:00:00,,03MAY15:00:00:00,05APR15:00:00:00,0,0,0,,,0,1,E-5,0,20211,20183,-28,20142,20142,0,20211,69
0035000002E0APLAA3,0,19FEB15:00:42:00,Blue,24FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,07JUL15:00:00:00,,25FEB15:00:00:00,08MAY15:00:00:00,0,0,0,,,0,0,E-5,0,20144,20216,72,20143,20142,1,20144,1
0035000002E0BTQAA3,0,19FEB15:07:29:00,Blue,21APR15:00:00:00,19FEB15:00:00:00,21APR15:00:00:00,21APR15:00:00:00,29JUN15:00:00:00,,,20JUL15:00:00:00,1,1,0,,21APR15:00:00:00,0,1,E-6,1,,20289,,20199,20138,61,20199,0
0035000002E0ErfAAF,0,19FEB15:16:13:00,Blue,03FEB15:00:00:00,23FEB15:00:00:00,,03JUN15:00:00:00,10SEP15:00:00:00,,03JUN15:00:00:00,10SEP15:00:00:00,0,0,0,,,0,1,E-5,0,20242,20341,99,20122,20142,-20,20242,120
0035000002E0HQIAA3,0,19FEB15:18:20:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,06AUG15:00:00:00,,18FEB15:00:00:00,07AUG15:00:00:00,0,0,0,,,0,0,Spo,0,20137,20307,170,20142,20142,0,20144,2
0035000002E0Hk8AAF,0,19FEB15:18:41:00,Blue,19FEB15:00:00:00,19FEB15:00:00:00,,25FEB15:00:00:00,07AUG15:00:00:00,,25FEB15:00:00:00,07SEP15:00:00:00,0,0,0,,,0,1,O-3,0,20144,20338,194,20138,20138,0,20144,6
0035000002E0I2lAAF,0,19FEB15:18:59:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,10DEC15:00:00:00,,25FEB15:00:00:00,21OCT15:00:00:00,0,0,0,,,0,1,O-5,0,20144,20382,238,20142,20142,0,20144,2
0035000002E0J6UAAV,0,19FEB15:19:57:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,26FEB15:00:00:00,13MAY15:00:00:00,,26FEB15:00:00:00,18MAY15:00:00:00,0,0,0,,,0,1,E-4,0,20145,20226,81,20142,20142,0,20145,3
0035000002E0JmwAAF,0,19FEB15:20:34:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,03FEB15:00:00:00,03DEC15:00:00:00,,03FEB15:00:00:00,03DEC15:00:00:00,0,0,0,,,0,0,O-3,0,20122,20425,303,20142,20142,0,20122,-20
0035000002E0JvZAAV,0,19FEB15:20:43:00,Blue,25FEB15:00:00:00,23FEB15:00:00:00,,26FEB15:00:00:00,21APR15:00:00:00,,26FEB15:00:00:00,19MAY15:00:00:00,0,0,0,,,0,0,E-6,0,20145,20227,82,20144,20142,2,20145,1
0035000002E0LtPAAV,0,19FEB15:22:51:00,Blue,26FEB15:00:00:00,23FEB15:00:00:00,,03JUN15:00:00:00,13APR15:00:00:00,,03JUN15:00:00:00,13APR15:00:00:00,0,0,0,,,0,1,E-6,0,20242,20191,-51,20145,20142,3,20242,97
0035000002E0Mv2AAF,0,20FEB15:00:26:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,24FEB15:00:00:00,06AUG15:00:00:00,,24FEB15:00:00:00,09NOV15:00:00:00,0,0,0,,,0,1,E-4,0,20143,20401,258,20142,20142,0,20143,1
0035000002E0N0lAAF,0,20FEB15:00:36:00,Blue,20FEB15:00:00:00,23FEB15:00:00:00,,23FEB15:00:00:00,22MAY15:00:00:00,,23FEB15:00:00:00,22MAY15:00:00:00,0,0,0,,,0,0,E-6,0,20142,20230,88,20139,20142,-3,20142,3
0035000002E0PJcAAN,0,20FEB15:12:55:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,24FEB15:00:00:00,27FEB15:00:00:00,,24FEB15:00:00:00,25SEP15:00:00:00,0,0,0,,,0,1,E-4,0,20143,20356,213,20142,20142,0,20143,1
0035000002E0QXdAAN,0,20FEB15:15:20:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,24FEB15:00:00:00,16JUN15:00:00:00,,24FEB15:00:00:00,16JUN15:00:00:00,0,0,0,,,0,1,O-5,0,20143,20255,112,20142,20142,0,20143,1
0035000002E0Qq1AAF,0,20FEB15:15:44:00,Blue,26FEB15:00:00:00,23FEB15:00:00:00,,03JUN15:00:00:00,16MAR15:00:00:00,26FEB15:00:00:00,03JUN15:00:00:00,04JUN15:00:00:00,0,0,0,,,0,0,E-4,0,20242,20243,1,20145,20142,3,20242,97
0035000002E0Rp5AAF,0,20FEB15:16:36:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,26FEB15:00:00:00,29MAY15:00:00:00,,26FEB15:00:00:00,29MAY15:00:00:00,0,0,0,,,0,0,E-5,0,20145,20237,92,20142,20142,0,20145,3
0035000002E0U8FAAV,0,20FEB15:18:32:00,Blue,03FEB15:00:00:00,23FEB15:00:00:00,,03MAR15:00:00:00,06MAY15:00:00:00,,03MAR15:00:00:00,06DEC15:00:00:00,0,0,0,,,0,0,E-5,0,20150,20428,278,20122,20142,-20,20150,28
0035000002E0WWWAA3,0,20FEB15:20:50:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,03JUN15:00:00:00,18NOV15:00:00:00,,13MAR15:00:00:00,18NOV15:00:00:00,0,0,0,,,0,0,O-3,0,20160,20410,250,20142,20142,0,20242,100
0035000002E0Y1VAAV,0,20FEB15:22:48:00,Blue,25FEB15:00:00:00,23FEB15:00:00:00,,25MAR15:00:00:00,05NOV15:00:00:00,,25MAR15:00:00:00,05NOV15:00:00:00,0,0,0,,,0,0,E-4,0,20172,20397,225,20144,20142,2,20172,28
0035000002E0YBoAAN,0,20FEB15:23:01:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,03DEC15:00:00:00,08MAR15:00:00:00,,03DEC15:00:00:00,27AUG15:00:00:00,0,0,0,,,0,1,E-4,0,20425,20327,-98,20142,20142,0,20425,283
0035000002E0ZGVAA3,0,21FEB15:03:47:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,05APR15:00:00:00,,25FEB15:00:00:00,05AUG15:00:00:00,0,0,0,,,0,0,E-5,0,20144,20305,161,20142,20142,0,20144,2
0035000002E0poVAAR,0,22FEB15:00:07:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,23FEB15:00:00:00,03JUN15:00:00:00,09MAR15:00:00:00,,24JUL15:00:00:00,09MAR15:00:00:00,0,0,0,,,0,1,E-5,0,20293,20156,-137,20142,20142,0,20242,100
0035000002E0qj3AAB,0,22FEB15:18:27:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,26FEB15:00:00:00,16JUL15:00:00:00,,26FEB15:00:00:00,16JUL15:00:00:00,0,0,0,,,0,0,E-9,0,20145,20285,140,20142,20142,0,20145,3
0035000002E0qysAAB,0,22FEB15:22:31:00,Blue,03APR15:00:00:00,03FEB15:00:00:00,,03JUN15:00:00:00,15OCT15:00:00:00,,03JUN15:00:00:00,15OCT15:00:00:00,0,0,0,,,0,1,E-6,0,20242,20376,134,20181,20122,59,20242,61
0035000002E0sWnAAJ,0,23FEB15:14:27:00,Blue,03SEP15:00:00:00,03APR15:00:00:00,,03DEC15:00:00:00,04JUL15:00:00:00,,03DEC15:00:00:00,04JUL15:00:00:00,0,0,0,,,0,1,O-3,0,20425,20273,-152,20334,20181,153,20425,91
0035000002E0tq5AAB,0,23FEB15:15:50:00,Blue,23FEB15:00:00:00,23FEB15:00:00:00,,25FEB15:00:00:00,14APR15:00:00:00,,25FEB15:00:00:00,29APR15:00:00:00,0,0,0,,,0,0,E-5,0,20144,20207,63,20142,20142,0,20144,2
0035000002E0v12AAB,0,23FEB15:16:45:00,Blue,25FEB15:00:00:00,24FEB15:00:00:00,,27FEB15:00:00:00,09APR15:00:00:00,04AUG15:00:00:00,27FEB15:00:00:00,09APR15:00:00:00,0,0,0,,,0,1,E-4,0,20146,20187,41,20144,20143,1,20146,2
0035000002E0xjQAAR,0,23FEB15:18:58:00,Blue,25FEB15:00:00:00,24FEB15:00:00:00,,27FEB15:00:00:00,05DEC15:00:00:00,,27FEB15:00:00:00,05DEC15:00:00:00,0,0,0,,,0,0,Spo,0,20146,20427,281,20144,20143,1,20146,2
0035000002E0zEtAAJ,0,23FEB15:20:08:00,Blue,25FEB15:00:00:00,25FEB15:00:00:00,,03FEB15:00:00:00,03SEP15:00:00:00,,03FEB15:00:00:00,03SEP15:00:00:00,0,0,0,,,0,1,Spo,0,20122,20334,212,20144,20144,0,20122,-22
0035000002E0zwZAAR,0,23FEB15:20:49:00,Blue,27FEB15:00:00:00,24FEB15:00:00:00,,03DEC15:00:00:00,23APR15:00:00:00,,03DEC15:00:00:00,05JUL15:00:00:00,0,0,0,,,0,0,E-5,0,20425,20274,-151,20146,20143,3,20425,279
0035000002E10GKAAZ,0,23FEB15:21:09:00,Blue,03FEB15:00:00:00,03FEB15:00:00:00,,03MAY15:00:00:00,03MAY15:00:00:00,,,03MAY15:00:00:00,1,0,0,,03MAR15:00:00:00,0,0,E-4,1,,20211,,20122,20122,0,20211,89
0035000002HXF7qAAH,0,24FEB15:01:50:00,Blue,03NOV15:00:00:00,03FEB15:00:00:00,,03NOV15:00:00:00,07FEB15:00:00:00,,03NOV15:00:00:00,07FEB15:00:00:00,1,0,0,,06MAY15:00:00:00,0,1,O-5,1,20395,20126,-269,20395,20122,273,20395,0
0035000002HXFJrAAP,0,24FEB15:02:32:00,Blue,16MAR15:00:00:00,16MAR15:00:00:00,,19MAR15:00:00:00,25SEP15:00:00:00,,19MAR15:00:00:00,25SEP15:00:00:00,0,0,0,,,0,1,E-8,0,20166,20356,190,20163,20163,0,20166,3
0035000002HXIXlAAP,0,24FEB15:15:17:00,Blue,03NOV15:00:00:00,03NOV15:00:00:00,,19MAR15:00:00:00,05APR15:00:00:00,,19MAR15:00:00:00,05JUL15:00:00:00,0,0,0,,,0,0,E-4,0,20166,20274,108,20395,20395,0,20166,-229
0035000002HXJ1PAAX,0,24FEB15:15:45:00,Blue,03FEB15:00:00:00,03FEB15:00:00:00,,03MAR15:00:00:00,18MAY15:00:00:00,,03MAR15:00:00:00,15JUN15:00:00:00,0,0,0,,,0,0,E-7,0,20150,20254,104,20122,20122,0,20150,28
